Epoch,Train Loss,Train mAP,Train mAP@0.5,Val mAP,Val mAP@0.5
1,1.5303357371873263,0.10219726711511612,0.20182713866233826,0.15595325827598572,0.3542201817035675
2,1.145016451629155,0.2160659283399582,0.38325533270835876,0.23558349907398224,0.4147380292415619
3,1.0019592310538132,0.267901211977005,0.44439077377319336,0.2674636244773865,0.4611676037311554
4,0.937294384437885,0.29767125844955444,0.47909286618232727,0.2744670808315277,0.46416300535202026
5,0.8829909475368746,0.324958473443985,0.5138688683509827,0.32578107714653015,0.5232736468315125
6,0.8137078087010452,0.36571380496025085,0.547225296497345,0.32558080554008484,0.5751346349716187
7,0.758296520943847,0.3981304466724396,0.5911766886711121,0.3720758259296417,0.5590498447418213
8,0.7217650586765919,0.40705665946006775,0.5809817314147949,0.40391290187835693,0.5966639518737793
9,0.6967412697498878,0.43204212188720703,0.6057508587837219,0.4199468791484833,0.5946854948997498
10,0.6559954230009654,0.4439379870891571,0.6162856817245483,0.4292234480381012,0.6029602289199829
11,0.622533407507901,0.4625110626220703,0.6232325434684753,0.4478830397129059,0.6009970903396606
12,0.6114026410015005,0.4737112820148468,0.6329864859580994,0.43716445565223694,0.5911353230476379
13,0.5851811258986807,0.4729801416397095,0.6310099363327026,0.43970099091529846,0.5947394967079163
14,0.5926114229494305,0.4770619571208954,0.6315992474555969,0.44307079911231995,0.5980657339096069
15,0.5493866680769258,0.4875476062297821,0.6314523816108704,0.4800851345062256,0.6059395670890808
16,0.5291981815079753,0.49923989176750183,0.6402729153633118,0.4754437506198883,0.6061750650405884
17,0.522145848881685,0.5040030479431152,0.6401695609092712,0.4924153983592987,0.6038382649421692
18,0.48773334649476136,0.5123069882392883,0.6378577947616577,0.4787880480289459,0.6037986278533936
19,0.47708411978192306,0.5134970545768738,0.6403034329414368,0.4627148509025574,0.6061840653419495
20,0.46118132748672264,0.5228022933006287,0.6456149816513062,0.4882873594760895,0.611295759677887
21,0.4460720209556333,0.5214003920555115,0.6406840682029724,0.4992150366306305,0.6112884879112244
22,0.43054316666993225,0.5316115021705627,0.6457469463348389,0.5085027813911438,0.6063860058784485
23,0.41712057836460725,0.5251212120056152,0.643345832824707,0.5173206329345703,0.613814651966095
24,0.4061969635232784,0.5375665426254272,0.6458373665809631,0.5059351325035095,0.6088951230049133
25,0.3871551317532667,0.5447487235069275,0.6458702683448792,0.5282690525054932,0.6113470196723938
26,0.3793787845192058,0.5460543632507324,0.6458930373191833,0.5168446898460388,0.6138390898704529
27,0.37167757442978583,0.5464973449707031,0.6434820294380188,0.5192142724990845,0.5989221334457397
28,0.36986083088166405,0.5444992780685425,0.6459404230117798,0.5249385833740234,0.6088497638702393
29,0.35487646620239366,0.5524542927742004,0.6459637880325317,0.5384502410888672,0.6138327717781067
30,0.34125634218659695,0.5608499646186829,0.6459786295890808,0.53515625,0.6064333915710449
31,0.3340297028707545,0.5646979808807373,0.6459659337997437,0.5366267561912537,0.6064333915710449
32,0.3265075200197229,0.5701777338981628,0.6459887623786926,0.5431770086288452,0.6064356565475464
33,0.3151580506499019,0.5739854574203491,0.6484638452529907,0.5568454265594482,0.6138249635696411
34,0.3137784143241399,0.5757104158401489,0.6484846472740173,0.5566865801811218,0.6113861203193665
35,0.300475861627662,0.5798443555831909,0.6484776735305786,0.5584590435028076,0.6089109182357788
36,0.2934770959665616,0.5869911909103394,0.6484832763671875,0.5645979046821594,0.6113861203193665
37,0.2885310396944222,0.5872699618339539,0.6484873294830322,0.5635827779769897,0.6113861203193665
38,0.28205699416581526,0.5859699249267578,0.6460305452346802,0.5679053664207458,0.6113861203193665
39,0.2791969502371464,0.5898733735084534,0.6460196375846863,0.5727483034133911,0.6113861203193665
40,0.273062899013598,0.5946131944656372,0.6484953761100769,0.5717476606369019,0.6113861203193665
41,0.2686315736060508,0.5949277281761169,0.6460232734680176,0.5744274854660034,0.6113861203193665
42,0.26464854966866913,0.5961776375770569,0.646022379398346,0.5759624242782593,0.6113861203193665
43,0.2617247229771751,0.5973994135856628,0.6484968066215515,0.5749537348747253,0.6113861203193665
44,0.2596247443243077,0.5974133610725403,0.6460201144218445,0.5768086314201355,0.6113861203193665
45,0.2556374247707248,0.5993640422821045,0.6484990119934082,0.5760700106620789,0.6113861203193665
46,0.2567236740587716,0.5999138355255127,0.6485000252723694,0.5760176777839661,0.6113861203193665
47,0.2524798617087768,0.5991005301475525,0.6460249423980713,0.5755943059921265,0.6113861203193665
48,0.2532813096124875,0.6008577346801758,0.6484999060630798,0.5756200551986694,0.6113861203193665
49,0.2523002704899562,0.5988331437110901,0.6460252404212952,0.5763277411460876,0.6113861203193665
50,0.2540866165069872,0.5990762710571289,0.6460258364677429,0.575721800327301,0.6113861203193665
