Epoch,Train Loss,Train mAP,Train mAP@0.5,Val mAP,Val mAP@0.5
1,1.3830886767024086,0.13450083136558533,0.24044804275035858,0.2383749932050705,0.3977903127670288
2,0.9606159959520613,0.24103261530399323,0.394666850566864,0.2976994216442108,0.5044798851013184
3,0.8511704277424585,0.3165513575077057,0.5042489171028137,0.37327203154563904,0.5566499829292297
4,0.7584338358470372,0.35446861386299133,0.5251163840293884,0.3872859477996826,0.5717113018035889
5,0.7338805817422412,0.3794415295124054,0.5504449009895325,0.4375872313976288,0.591249406337738
6,0.6669186961083186,0.4194328784942627,0.5943138003349304,0.43894946575164795,0.5976051688194275
7,0.6489592810471853,0.43285515904426575,0.6047206521034241,0.4306555986404419,0.5937243700027466
8,0.5988303718112764,0.4421065151691437,0.6106595993041992,0.461438924074173,0.6074686050415039
9,0.5625543670994895,0.4681764543056488,0.6241899728775024,0.4684187173843384,0.6059672236442566
10,0.5380471855401993,0.4638333022594452,0.6217650771141052,0.45398879051208496,0.605925440788269
11,0.501407894775981,0.48543986678123474,0.6289814710617065,0.4963392913341522,0.6087546348571777
12,0.48375820035026185,0.49253764748573303,0.629378080368042,0.49713316559791565,0.611169159412384
13,0.4679006796507608,0.5066946744918823,0.6375729441642761,0.5024573802947998,0.6136468052864075
14,0.45885678274290903,0.5064005851745605,0.6326847076416016,0.49150586128234863,0.6112611293792725
15,0.42928040737197515,0.5158170461654663,0.6404611468315125,0.5038886666297913,0.6112582683563232
16,0.4181559785490944,0.5126467347145081,0.6356716156005859,0.5019786953926086,0.6062728762626648
17,0.39711139429183234,0.5225569009780884,0.6357635855674744,0.507105827331543,0.6063792109489441
18,0.3929812371730804,0.5296808481216431,0.6382640600204468,0.518778383731842,0.6138410568237305
19,0.3755323214190347,0.5373539924621582,0.6433137059211731,0.5322085618972778,0.6113089919090271
20,0.3676464327744075,0.5427148342132568,0.6408416628837585,0.5303176045417786,0.611309826374054
21,0.3511528920559656,0.5434226393699646,0.6385202407836914,0.534697949886322,0.6138433218002319
22,0.34802827870561964,0.5430933237075806,0.6360159516334534,0.5436950922012329,0.6138281226158142
23,0.337520708214669,0.5524963140487671,0.6409997940063477,0.5386539697647095,0.6088302135467529
24,0.33308027386665345,0.5536697506904602,0.6410167217254639,0.5510714650154114,0.6162611842155457
25,0.32583524684111276,0.5579215884208679,0.6409730911254883,0.5485323667526245,0.6163157820701599
26,0.3240015234266009,0.5606890320777893,0.6434767842292786,0.558596134185791,0.6162442564964294
27,0.3258241825870105,0.5623281598091125,0.6434025764465332,0.5539017915725708,0.6138378381729126
28,0.320147064044362,0.5640522241592407,0.6434630751609802,0.5578711032867432,0.6162380576133728
29,0.31526326416503814,0.5610191822052002,0.6410087943077087,0.5579771399497986,0.6163017153739929
30,0.317585655550162,0.5632733702659607,0.6410372853279114,0.5551198124885559,0.6113208532333374
